1413363914044,60.0158,120.49
1413363930970,60.0679,120.583
1413363947893,60.0633,120.446
1413363964808,60.0629,120.666
1413363981730,60.052,120.569
1413363998643,60.0115,120.613
1413364015559,60.011,120.667
1413364032478,60.0634,120.619
1413364049386,60.0573,120.754
1413364066297,60.0135,120.996
1413364083213,60.0164,120.943
1413364100131,60.0401,121.01
1413364117059,60.0357,121.151
1413364133960,60.0676,120.999
1413364150872,60.0671,119.582
1413364167780,60.0425,119.652
1413364184692,60.0429,118.57
1413364201621,60.061,118.699
1413364218537,60.0237,118.482
1413364235457,60.0184,118.423
1413364252383,60.0635,119.594
1413364269298,60.0691,119.497
1413364286198,60.061,119.531
1413364303121,60.0597,119.479
1413364320038,60.0584,119.529
1413364336953,60.0639,119.514
1413364353864,60.0151,119.406
1413364370754,60.0227,119.374
1413364387670,60.0341,119.363
1413364404593,60.0369,119.203
1413364421502,60.0155,119.298
1413364438432,60.0302,119.393
1413364455351,60.016,119.425
1413364472258,60.0502,119.225
1413364489180,60.0271,119.073
1413364506103,60.0555,119.112
1413364523023,60.0538,119.118
1413364539944,60.0333,119.076
1413364556863,60.0266,119.13
1413364573775,60.0026,119.017
1413364590703,60.0112,119.023
1413364607614,60.0399,119.092
1413364624534,60.0282,119.11
1413364641463,60.0534,119.093
1413364658374,60.0143,118.939
1413364675304,60.0512,118.986
1413364692218,60.0635,119.173
1413364709147,60.0107,119.035
1413364726072,60.0526,119.113
1413364742979,60.0617,119.194
1413364759883,60.0652,119.187
1413364776808,60.0544,119.148
1413364793731,60.0383,119.197
1413364810654,60.0188,119.174
1413364827580,60.0397,119.294
1413364844492,60.0135,119.312
1413364861400,60.0116,119.271
1413364878313,60.0355,118.614
1413364895230,60.0196,118.555
1413364912149,60.0591,118.404
1413364929080,60.0185,118.429
1413364946001,60.0175,118.479
1413364962931,60.0349,118.538
1413364979833,60.068,118.641
1413364996752,60.0196,118.68
1413365013675,60.0213,118.703
1413365030592,60.0641,118.748
1413365047517,60.0431,118.823
1413365064428,60.0677,118.983
1413365081359,60.0554,118.763
1413365098273,60.0374,118.776
1413365115183,60.0592,118.929
1413365132111,60.01,118.949
1413365149040,60.0602,118.764
1413365165955,60.0116,118.773
1413365182881,60.0215,118.966
1413365199808,60.0017,119.042
1413365216720,60.0596,119.151
1413365233642,60.0491,119.249
1413365250549,60.0259,119.258
1413365267453,60.0192,119.164
1413365284361,60.0149,119.2
1413365301285,60.0149,119.736
1413365318203,60.0646,119.587
1413365335117,60.0631,119.608
1413365352041,60.0558,119.559
1413365368970,60.0444,119.717
1413365385888,60.0232,119.631
1413365402789,60.0456,119.498
1413365419713,60.0634,118.353
1413365436647,60.0345,118.532
1413365453561,60.0166,118.654
1413365470481,60.019,119.655
1413365487411,60.0525,119.689
1413365504323,60.0639,119.747
1413365521233,60.0172,119.691
1413365538142,60.0545,119.299
1413365555070,60.0171,119.309
1413365572003,60.0371,119.444
1413365588917,60.0167,119.453
1413365605832,60.013,119.416
1413365622759,60.0234,119.326
1413365639659,60.0612,119.178
1413365656581,60.0253,119.043
