1413390300,0.228,300
1413390600,5.174,300
1413390900,12.482,300
1413391200,16.422,300
1413391500,19.953,300
1413391800,22.753,300
1413392100,29.508,300
1413392400,38.506,300
1413392700,58.09,300
1413393000,89.08,300
1413393300,103.634,300
1413393600,114.26,300
1413393900,101.176,300
1413394200,132.369,300
1413394500,223.501,300
1413394800,250.379,300
1413395100,234.564,300
1413395400,328.848,300
1413395700,382.425,300
1413396000,594.507,300
1413396300,653.076,300
1413396600,736.077,300
1413396900,517.539,300
1413397200,276.366,300
1413397500,273.649,300
1413397800,425.255,300
1413398100,680.454,300
1413398400,965.472,300
1413398700,974.653,300
1413399000,961.019,300
1413399300,980.04,300
1413399600,1006.59,300
1413399900,1054.524,300
1413400200,1098.201,300
1413400500,1128.283,300
1413400800,1166.607,300
1413401100,1227.864,300
1413401400,1257.346,300
1413401700,1224.42,300
1413402000,1067.11,300
1413402300,1166.234,300
1413402600,1331.562,300
1413402900,1433.885,300
1413403200,1417.518,300
1413403500,881.852,300
1413403800,1236.667,300
1413404100,1607.202,300
1413404400,1543.981,300
1413404700,1563.829,300
1413405000,1594.116,300
1413405300,1486.264,300
1413405600,1509.202,300
1413405900,1657.441,300
1413406200,1712.136,300
1413406500,1565.477,300
1413406800,1595.589,300
1413407100,1730.366,300
1413407400,1743.797,300
1413407700,1750.443,300
1413408000,1765.651,300
1413408300,1781.321,300
1413408600,1802.994,300
1413408900,1831.543,300
1413409200,1855.633,300
1413409500,1877.228,300
1413409800,1888.442,300
1413410100,1890.08,300
1413410400,1909.379,300
1413410700,1910.277,300
1413411000,1922.563,300
1413411300,1845.745,300
1413411600,1747.139,300
1413411900,1753.922,300
1413412200,1857.059,300
1413412500,1990.989,300
1413412800,1982.94,300
1413413100,1911.249,300
1413413400,1853.669,300
1413413700,1945.527,300
1413414000,1873.49,300
1413414300,1660.27,300
1413414600,1749.219,300
1413414900,1955.801,300
1413415200,1955.005,300
1413415500,1977.893,300
1413415800,2021.305,300
1413416100,1978.005,300
1413416400,1812.986,300
1413416700,1377.043,300
1413417000,1170.208,300
1413417300,1868.606,300
1413417600,1830.181,300
1413417900,1777.534,300
1413418200,1736.587,300
1413418500,1722.296,300
1413418800,1714.711,300
1413419100,1716.604,300
1413419400,1694.512,300
1413419700,1672.352,300
1413420000,1641.338,300
1413420300,1604.835,300
1413420600,1566.713,300
1413420900,1545.078,300
1413421200,1535.633,300
1413421500,1537.386,300
1413421800,1318.075,300
1413422100,956.629,300
1413422400,1426.284,300
1413422700,1375.03,300
1413423000,1288.878,300
1413423300,1121.271,300
1413423600,1128.398,300
1413423900,1098.877,300
1413424200,970.101,300
1413424500,951.991,300
1413424800,928.627,300
1413425100,962.729,300
1413425400,835.794,300
1413425700,534.471,300
1413426000,497.054,300
1413426300,385.041,300
1413426600,160.955,300
1413426900,145.01,300
1413427200,238.598,300
1413427500,277.833,300
1413427800,411.84,300
1413428100,286.646,300
1413428400,246.494,300
1413428700,205.159,300
1413429000,149.314,300
1413429300,82.123,300
1413429600,45.032,300
1413429900,33.722,300
1413430200,30.219,300
1413430500,28.183,300
1413430800,25.573,300
1413431100,26.236,300
1413431400,25.25,300
1413431700,20.288,300
1413432000,15.009,300
1413432300,6.307,300
1413477000,1.737,300
1413477300,3.293,300
1413477600,6.143,300
1413477900,14.597,300
1413478200,23.12,300
1413478500,29.811,300
1413478800,30.22,300
1413479100,46.429,300
1413479400,78.933,300
1413479700,98.194,300
1413480000,115.85,300
1413480300,153.618,300
1413480600,201.258,300
1413480900,257.56,300
1413481200,296.803,300
1413481500,336.311,300
1413481800,372.356,300
1413482100,387.711,300
1413482400,431.744,300
1413482700,500.859,300
1413483000,583.455,300
1413483300,555.269,300
1413483600,579.446,300
1413483900,606.19,300
1413484200,767.612,300
1413484500,1111.663,300
1413484800,1092.356,300
1413485100,884.287,300
1413485400,608.89,300
1413485700,819.64,300
1413486000,509.604,300
1413486300,610.963,300
1413486600,786.914,300
1413486900,857.316,300
1413487200,1281.144,300
1413487500,1342.697,300
1413487800,1297.985,300
1413488100,1308.568,300
1413488400,1355.263,300
1413488700,1392.591,300
1413489000,1435.59,300
1413489300,1472.326,300
1413489600,1490.88,300
1413489900,1513.797,300
1413490200,1535.637,300
1413490500,1553.217,300
1413490800,1578.787,300
1413491100,1579.873,300
1413491400,1585.68,300
1413491700,1635.773,300
1413492000,1674.617,300
1413492300,1568.57,300
1413492600,1509.922,300
1413492900,1706.663,300
1413493200,1686.556,300
1413493500,1711.347,300
1413493800,1704.824,300
1413494100,1744.46,300
1413494400,1759.566,300
1413494700,1780.507,300
1413495000,1816.757,300
1413495300,1833.56,300
1413495600,1849.266,300
1413495900,1869.255,300
1413496200,1867.346,300
1413496500,1874.067,300
1413496800,1888.101,300
1413497100,1893.554,300
1413497400,1897.518,300
1413497700,1903.824,300
1413498000,1910.08,300
1413498300,1911.346,300
1413498600,1902.637,300
1413498900,1899.896,300
1413499200,1907.228,300
1413499500,1905.23,300
1413499800,1897.57,300
1413500100,1894.002,300
1413500400,1886.446,300
1413500700,1892.988,300
1413501000,1888.4,300
1413501300,1879.946,300
1413501600,1871.331,300
1413501900,1866.605,300
1413502200,1852.546,300
1413502500,1852.574,300
1413502800,1832.12,300
1413503100,1814.7,300
1413503400,1801.031,300
1413503700,1785.562,300
1413504000,1774.043,300
1413504300,1819.438,300
1413504600,1381.589,300
1413504900,1712.376,300
1413505200,1455.525,300
1413505500,1759.468,300
1413505800,1719.29,300
1413506100,1289.313,300
1413506400,1415.438,300
1413506700,1063.072,300
1413507000,949.936,300
1413507300,1037.578,300
1413507600,1090.681,300
1413507900,1142.351,300
1413508200,1288.568,300
1413508500,1057.613,300
1413508800,1140.541,300
1413509100,1225.927,300
1413509400,1191.877,300
1413509700,555.591,300
1413510000,890.551,300
1413510300,1246.316,300
1413510600,560.732,300
1413510900,304.895,300
1413511200,313.062,300
1413511500,560.676,300
1413511800,381.148,300
1413512100,195.534,300
1413512400,161.373,300
1413512700,167.716,300
1413513000,197.273,300
1413513300,189.196,300
1413513600,170.94,300
1413513900,183.98,300
1413514200,175.403,300
1413514500,137.338,300
1413514800,99.632,300
1413515100,87.14,300
1413515400,86.03,300
1413515700,73.227,300
1413516000,57.008,300
1413516300,43.828,300
1413516600,32.57,300
1413516900,23.196,300
1413517200,18.894,300
1413517500,17.0,300
1413517800,16.303,300
1413518100,17.216,300
1413518400,13.891,300
1413518700,11.324,300
1413563400,0.432,300
1413563700,8.891,300
1413564000,19.253,300
1413564300,25.071,300
1413564600,28.354,300
1413564900,38.862,300
1413565200,55.368,300
1413565500,58.905,300
1413565800,70.159,300
1413566100,100.454,300
1413566400,117.763,300
1413566700,168.81,300
1413567000,281.225,300
1413567300,294.052,300
1413567600,142.66,300
1413567900,114.274,300
1413568200,347.341,300
1413568500,326.273,300
1413568800,220.86,300
1413569100,239.247,300
1413569400,276.365,300
1413569700,248.753,300
1413570000,253.405,300
1413570300,322.394,300
1413570600,355.524,300
